name,id
Bombyx mori mandarina,7092
Theophila mandarina,7092
wild silkworm,7092
Bombyx mori,7091
"Bombyx mori Linnaeus, 1758",7091
domestic silkworm,7091
silk moth,7091
silkworm,7091
Bonasa umbellus,9000
"Bonasa umbellus (Linnaeus, 1766)",9000
ruffed grouse,9000
Tetrastes umbellus,9000
Borago officinalis,13363
Borago officinalis L.,13363
Boreogadus saida,44932
Bos frontalis,30520
"Bos frontalis Lambert, 1804",30520
Bos gaurus frontalis,30520
gayal,30520
mithun,30520
Bos frontalis frontalis,659501
Bos gaurus,9904
gaur,9904
seladang,9904
Bos gaurus gaurus,1383418
Bos grunniens,30521
"Bos grunniens Linnaeus, 1766",30521
Bos mutus grunniens,30521
domestic yak,30521
Peophagus grunniens,30521
yak,30521
Bos indicus,9915
Bos primigenius indicus,9915
Bos taurus indicus,9915
zebu cattle,9915
zebu,9915
Bos indicus gudali,119909
Gudali zebu,119909
Bos indicus x Bos taurus,30522
Bos primigenius indicus x Bos primigenius taurus,30522
Bos taurus indicus x Bos taurus taurus,30522
Bos taurus x Bos indicus,30522
hybrid cattle,30522
hybrid cow,30522
Bos javanicus,9906
banteng,9906
Bos banteng,9906
"Bos javanicus d'Alton, 1823",9906
Bos sondaicus,9906
wild banteng,9906
Bali cattle,1970158
"Bos javanicus domesticus Gans, 1915",1970158
Bos javanicus domesticus,1970158
Bos primigenius,9909
aurochs,9909
"Bos primigenius Bojanus, 1827",9909
Bos taurus,9913
Bos bovis,9913
Bos primigenius taurus,9913
"Bos taurus Linnaeus, 1758",9913
Bovidae sp. Adi Nefas,9913
bovine,9913
cattle,9913
cow,9913
dairy cow,9913
domestic cattle,9913
domestic cow,9913
Bos taurus X Bison bison,297284
beefalo,297284
Bos taurus x Bison bison,297284
Boselaphus tragocamelus,9917
blue bull,9917
"Boselaphus tragocamelus (Pallas, 1766)",9917
nilgai,9917
nilghai,9917
Bostrychus sinensis,86224
Bostrichthys sinensis,86224
"Bostrychus sinensis Lacepede, 1801",86224
four-eyed sleeper,86224
Bothriechis schlegelii,44725
Bothrops asper,8722
Bothrops atrox asper,8722
Bothrops atrox xanthogrammus,8722
Bothrops xanthogrammus,8722
Lachesis xanthogrammus,8722
MCZ 2718,8722
terciopelo,8722
Trigonocephalus asper Garman 1883,8722
Trigonocephalus asper,8722
Bothrops atrox,8725
barba amarilla,8725
Coluber atrox Linnaeus 1758,8725
Coluber atrox,8725
common lancehead,8725
fer-de-lance,8725
NRM 100-101,8725
Trimeresurus atrox,8725
Bothrops erythromelas,44710
Bothropoides erythromelas,44710
"Bothrops erythromelas Amaral, 1923",44710
Caatinga lancehead,44710
IB 3030,44710
Bothrops insularis,8723
golden lancehead,8723
IB 1996,8723
island jararaca,8723
Lachesis insularis Amaral 1921,8723
Lachesis insularis,8723
Queimada jararaca,8723
Bothrops jararaca,8724
Cophias jajaraca,8724
Cophias jajaraca Wied 1824,8724
jararaca,8724
Bothrops jararacussu,8726
"Bothrops jararacussu Lacerda, 1884",8726
jararacussu,8726
Bothrops moojeni,98334
Bothrops atrox moojeni,98334
"Bothrops moojeni Hoge, 1966",98334
Brazilian lancehead,98334
IB 23397,98334
Botrychium dissectum,93613
Botrychium dissectum Spreng.,93613
Sceptridium dissectum,93613
Sceptridium dissectum (Spreng.) Lyon,93613
Botrychium multifidum var. robustum,140026
"Botrychium multifidum var. robustum (Rupr. ex Milde) C.Chr. ex Hulten, 1927",140026
"Botrychium robustum (Rupr. ex Milde) Underw., 1903",140026
Botrychium robustum,140026
Sceptridium multifidum var. robustum Nishida ex Tagawa,140026
Sceptridium multifidum var. robustum,140026
"Sceptridium robustum (Rupr. ex Milde) Lyon, 1905",140026
Sceptridium robustum,140026
Botryllus primigenus,62810
"Botryllus primigenus Oka, 1928",62810
Botryllus schlosseri,30301
Botryococcus braunii,38881
Botryococcus braunii UMA2,1231577
Botryosphaeria rhodina,45133
Botryodiplodia theobromae,45133
Botryosphaeria rhodina (Berk. and Curtis) Arx,45133
CBS 164.96,45133
Diplodia gossypina Cooke,45133
Diplodia gossypina,45133
Lasiodiplodia sp. CMW42341,45133
Lasiodiplodia theobromae,45133
Botryotinia fuckeliana,40559
Botrytis cinerea,40559
Botrytis sp. CA25,40559
Botrytis sp. CB17,40559
Botrytis sp. MUT 4874,40559
Sclerotinia fuckeliana,40559
Botryotinia fuckeliana BcDW1,1290391
Botrytis cinerea BcDW1,1290391
Botryotinia fuckeliana B05.10,332648
Botrytis cinerea B05.10,332648
Botryotinia pelargonii,278936
"Botrytis pelargonii Roed, 1949",278936
Botrytis pelargonii,278936
CBS 497.50,278936
MUCL 1153,278936
Botrytis elliptica,278938
Botrytis fabae,182092
CBS 120.29,182092
MUCL 98,182092
specimen-voucher:VKM:F:90,182092
VKM F-90,182092
Botrytis tulipae,87230
Bougainvillea spectabilis,146096
Bougainvillea brasiliensis Raeusch.,146096
Bougainvillea brasiliensis,146096
Bougainvillea spectabilis Willd.,146096
Bougainvillea x buttiana,328062
Bougainvillea x buttiana Holttum & Standl.,328062
Boulengerochromis microlepis,32488
giant cichlid,32488
Bournea leiophylla,421228
Bournea leiophylla (W.T.Wang) W.T.Wang & K.Y.Pan,421228
Oreocharis leiophylla,421228
Oreocharis leiophylla W.T.Wang,421228
Bovichtus variegatus,36205
Bovichthus variegatus,36205
"Bovichtus variegatus Richardson, 1846",36205
thornfish,36205
Brachidontes pharaonis,205971
Brachionus plicatilis,10195
"Brachionus plicatilis Muller, 1786",10195
Brachymystax lenok,62067
"Brachymystax lenok (Pallas, 1773)",62067
lenok,62067
lenok trout,62067
Manchurian trout,62067
"Salmo lenok Pallas, 1773",62067
Salmo lenok,62067
ASIZB H2067,1115630
"Brachymystax lenok tsinlingensis Li, 1966",1115630
Brachymystax lenok tsinlingensis,1115630
Tsinling lenok trout,1115630
Brachypodium distachyon,15368
annual false brome,15368
Brachypodium distachyon (L.) P.Beauv.,15368
false brome,15368
purple false brome,15368
stiff brome,15368
Brachypodium sylvaticum,29664
Brachypodium silvaticum,29664
Brachypodium sylvaticum (Huds.) P.Beauv.,29664
Brachypodium sylvaticum var. breviglume Keng ex Keng f.,1144936
Brachypodium sylvaticum var. breviglume,1144936
Brachyrhaphis rhabdophora,51561
Brachyrhaphis terrabensis,51563
Brachyteles arachnoides,30594
muriqui,30594
woolly spider monkey,30594
Bradypus tridactylus,9354
"Bradypus tridactylus Linnaeus, 1758",9354
Pale-throated sloth,9354
pale-throated three-toed sloth,9354
Bradysia coprophila,38358
Sciara coprophila,38358
Bradysia hygida,35572
Branchiostoma belcheri,7741
Belcher's lancelet,7741
"Branchiostoma belcheri Gray, 1847",7741
Branchiostoma belcheri tsingtauense,155462
"Branchiostoma belcheri tsingtauense Tchang & Koo, 1936",155462
Branchiostoma californiense,7738
"Branchiostoma californiense Andrews, 1893",7738
California amphioxus,7738
California lancelet,7738
Branchiostoma floridae,7739
Amphioxus floridae,7739
"Branchiostoma floridae Hubbs, 1922",7739
Florida lancelet,7739
Branchiostoma lanceolatum,7740
amphioxus,7740
common lancelet,7740
Brasenia schreberi,4424
"Brasenia schreberi J.F.Gmel., 1791",4424
Brassica carinata,52824
Abyssinian mustard,52824
Brassica carinata A.Braun,52824
Ethiopian mustard,52824
Brassica insularis,69183
Brassica atlantica (Coss.) O.E.Schulz,69183
Brassica atlantica,69183
Brassica insularis Moris,69183
Brassica insularis subsp. insularis,109998
Brassica juncea,3707
Brassica juncea (L.) Czern.,3707
brown mustard,3707
Indian mustard,3707
Brassica juncea Cutleaf Mustard Group,1940531
Brassica juncea subsp. integrifolia var. crispifolia,1940531
Brassica juncea var. cernua Forb. & Hemsl.,1940531
Brassica juncea var. crispifolia L.H.Bailey,1940531
Brassica juncea var. crispifolia,1940531
Brassica napus,3708
"Brassica napus L., 1753",3708
oilseed rape,3708
rape,3708
rapeseeds,3708
Brassica napus Pabularia Group,2070381
"Brassica napus subsp. pabularia (DC.) Janch., 1957",2070381
Brassica napus subsp. pabularia,2070381
"Brassica napus var. pabularia (DC.) Alef., 1866",2070381
Brassica napus var. pabularia,2070381
Hanover salad,2070381
Siberian kale,2070381
Brassica napus var. napus,138011
annual rape,138011
Brassica napus subsp. napus,138011
Brassica napus subsp. oleifera,138011
Brassica napus var. oleifera Delile,138011
Brassica napus var. oleifera,138011
canola,138011
Brassica nigra,3710
black mustard,3710
Brassica nigra (L.) W.D.J.Koch,3710
Brassica nigra var. abyssinica,492283
Brassica oleracea,3712
"Brassica oleracea L., 1753",3712
wild cabbage,3712
Brassica oleracea Jersey Kale Group,2070382
Brassica oleracea Palmtree Kale Group,2070382
"Brassica oleracea var. palmifolia DC., 1821",2070382
Brassica oleracea var. palmifolia,2070382
Jersey kale,2070382
palm-tree kale,2070382
Brassica oleracea var. acephala,3713
Brassica oleracea subsp. acephala,3713
Brassica oleracea var. acephala DC.,3713
Brassica oleracea var. viridis L.,3713
Brassica oleracea var. viridis,3713
collards,3713
fodder kale,3713
kale,3713
Brassica oleracea var. alboglabra,3714
"Brassica alboglabra L.H.Bailey, 1922",3714
Brassica alboglabra,3714
"Brassica oleracea var. alboglabra (L.H.Bailey) Musil, 1948",3714
Chinese broccoli,3714
Chinese kale,3714
Brassica oleracea var. botrytis,3715
Brassica oleracea subsp. botrytis,3715
Brassica oleracea var. botrytis L.,3715
cauliflower,3715
Brassica oleracea var. capitata,3716
Brassica oleracea var. capitata L.,3716
cabbage,3716
Brassica oleracea var. gemmifera,178616
Brassica oleracea var. gemmifera Zenker,178616
Brussels sprouts,178616
Brassica oleracea var. gongylodes,109379
Brassica oleracea var. caulorapa DC.,109379
Brassica oleracea var. caulorapa,109379
Brassica oleracea var. gongylodes L.,109379
kohlrabi,109379
Brassica oleracea var. italica,36774
asparagus broccoli,36774
Brassica oleracea var. italica Plenck,36774
broccoli,36774
sprouting broccoli,36774
Brassica oleracea var. medullosa,178615
Brassica oleracea var. medullosa Thell.,178615
marrow-stem kale,178615
Brassica rapa subsp. chinensis,93385
bok-choy,93385
"Brassica campestris subsp. chinensis (L.) Makino, 1912",93385
Brassica campestris subsp. chinensis,93385
Brassica campestris subsp. chinensis var. communis,93385
"Brassica chinensis L., 1755",93385
Brassica chinensis,93385
Brassica chinensis var. communis M.Tsen & S.H.Lee,93385
Brassica chinensis var. communis,93385
"Brassica oleracea var. chinensis (L.) Prain, 1898",93385
Brassica oleracea var. chinensis,93385
Brassica rapa (Chinensis Group),93385
Brassica rapa Pak Choi Group,93385
"Brassica rapa subsp. chinensis (L.) Hanelt, 1986",93385
Brassica rapa subsp. chinensis var. communis,93385
Brassica rapa var. amplexicaulis,93385
Brassica rapa var. amplexicaulis Y.Tanaka & Ono,93385
"Brassica rapa var. chinensis (L.) Kitam., 1950",93385
Brassica rapa var. chinensis,93385
Brassica rapa var. communis,93385
Brassica campestris subsp. chinensis var. pupurea,386281
Brassica campestris var. purpurea L.H.Bailey,386281
Brassica campestris var. purpurea,386281
Brassica compestris subsp. chinensis var. pupurea,386281
Brassica rapa (Purpuraria Group),386281
Brassica rapa subsp. campestris var. purpuraria,386281
Brassica rapa subsp. chinensis var. purpuraria,386281
Brassica rapa var. purpuraria (L.H.Bailey) Kitam.,386281
Brassica rapa var. purpuraria,386281
purple stem mustard,386281
Brassica rapa subsp. oleifera,145471
biennial turnip rape,145471
Brassica campestris L.,145471
Brassica campestris,145471
Brassica rapa (Campestris Group),145471
Brassica rapa (Oleifera Group),145471
Brassica rapa subsp. campestris (L.) A.R.Clapham,145471
Brassica rapa subsp. campestris,145471
"Brassica rapa subsp. oleifera (DC.) Metzg., 1833",145471
"Brassica rapa subsp. silvestris (Lam.) Janch., nom. inval.",145471
Brassica rapa subsp. silvestris,145471
Brassica rapa var. silvestris (Lam.) Briggs,145471
Brassica rapa var. silvestris,145471
Brassica rapa var. utilis M.Tsen & S.H.Lee,145471
Brassica rapa var. utilis,145471
Brassica rapa Winter Turnip Rape Group,145471
Brassica rapa var. oleifera,1652997
Brassica rapa subsp. pekinensis,51351
bai cai,51351
Brassica campestris (Pekinensis Group),51351
Brassica campestris subsp. pekinensis (Lour.) G.Olsson,51351
Brassica campestris subsp. pekinensis,51351
Brassica campestris var. pekinensis,51351
Brassica pekinensis,51351
Brassica rapa Chinese Cabbage Group,51351
Brassica rapa subsp. pekinensis (Lour.) Hanelt ex Mansf.,51351
Brassica rapa var. glabra Regel,51351
Brassica rapa var. glabra,51351
Brassica rapa var. pekinensis,51351
celery cabbage,51351
Chinese cabbage,51351
pe-tsai,51351
Brassica rapa subsp. rapa,51350
Brassica campestris ssp. rapifera,51350
Brassica rapa (Rapa Group),51350
Brassica rapa (Rapifera Group),51350
Brassica rapa subsp. rapifera Metzg.,51350
Brassica rapa subsp. rapifera,51350
Brassica rapa var. septiceps,51350
Brassica septiceps,51350
turnip,51350
Brassica rapa var. rapa,1652998
Brassica rapa var. parachinensis,320797
Brassica parachinensis L.H.Bailey,320797
Brassica parachinensis,320797
Brassica rapa (Parachinensis Group),320797
Brassica rapa subsp. chinensis var. parachinensis,320797
"Brassica rapa var. parachinensis (L.H.Bailey) Hanelt, 1987",320797
cai xin,320797
choi sum,320797
false pak-choi,320797
Brassica tournefortii,37661
Brassica tournefortii Gouan,37661
Bremia lactucae,4779
Bremia lactucae Regel,4779
lettuce downy mildew,4779
Brevicoryne brassicae,69196
"Brevicoryne brassicae (Linnaeus, 1758)",69196
cabbage aphid,69196
Brissus agassizii,31873
Allobrissus agassizii,31873
"Brissus agassizii Doderlein, 1885",31873
"Brissus agassizii Duderlein, 1885",31873
Brissus (Allobrissus) agassizii,31873
Bromheadia finlaysoniana,41205
Bromheadia finlaysoniana (Lindl.) Miq.,41205
Bromus inermis,15371
awnless brome grass,15371
Bromopsis inermis (Leyss.) Holub,15371
Bromopsis inermis,15371
Bromus inermis Leyss.,15371
Hungarian brome grass,15371
smooth brome grass,15371
Bromus secalinus,4502
Bromus mollis var. secalinus,4502
Bromus secalinus L.,4502
cheat,4502
chess bromegrass,4502
chess,4502
rye brome,4502
Bromus tectorum,29667
brome-de-toits,29667
bromo-velloso,29667
Bromus tectorum L.,29667
bronco grass,29667
cheatgrass,29667
Dachtrespe,29667
downy brome,29667
downy chess,29667
drooping brome,29667
espiguilla-colgante,29667
June grass,29667
Broussonetia papyrifera,172644
aka,172644
Broussonetia papyrifera L'Her. ex Vent.,172644
gou shu,172644
paper-mulberry,172644
Brugia malayi,6279
agent of lymphatic filariasis,6279
"Brugia malayi (Brug, 1927)",6279
Brugia pahangi,6280
Bruguiera gymnorhiza,39984
"Bruguiera gymnorhiza (L.) Savigny, 1798",39984
Bruguiera gymnorrhiza,39984
Burma mangrove,39984
"Rhizophora gymnorhiza L., 1753",39984
Rhizophora gymnorhiza,39984
Bruguiera sexangula,98584
"Bruguiera sexangula (Lour.) Poir., 1816",98584
Brycon cephalus,126311
Bryonia dioica,3652
"Bryonia dioica Jacq., non Sesse & Moc., nom. illeg.",3652
red bryony,3652
Bryopsis maxima,3129
Bryopsis maxima Okamura ex Segawa,3129
Bubalus bubalis,89462
Bubalus arnee bubalis,89462
Bubalus arnee,89462
domestic water buffalo,89462
river buffalo,89462
water buffalo,89462
Bubalus bubalis bubalis,391902
Bubalus bubalis x Bubalus carabanensis,365610
Bubalus carabanensis,346063
Bubalus arnee carabanensis,346063
Bubalus bubalis carabanesis,346063
Bubalus carabanensis carabanensis,346063
carabao,346063
swamp type water buffalo,346063
Bubalus depressicornis,27596
anoa,27596
Anoa depressicornis,27596
Bubalus depressicornis depressicornis,27596
Bubalus depressicornis fergusoni,27596
Bubalus depressicornis ferqusoni,27596
lowland anoa,27596
Bubalus sp.,85875
Bucegia romanica,53027
Bucegia romanica Radian,53027
Buchloe dactyloides,160577
Bouteloua dactyloides (Nutt.) Columbus,160577
Bouteloua dactyloides,160577
Buchloe dactyloides (Nutt.) Engelm.,160577
Buddleja davidii,28540
Buddleia davidii,28540
Buddleja davidii Franch.,28540
butterfly bush,28540
summer lilac,28540
Budorcas taxicolor,37181
"Budorcas taxicolor Hodgson, 1850",37181
takin,37181
"Budorcas taxicolor tibetana Milne-Edwards, 1868",155054
Budorcas taxicolor tibetana,155054
Sichuan takin,155054
Bufo americanus,8389
American toad,8389
"Anaxyrus americanus (Holbrook, 1836)",8389
Anaxyrus americanus,8389
"Bufo americanus Holbrook, 1836",8389
Anaxyrus americanus charlesmithi,858186
Anaxyrus charlesmithi,858186
"Bufo americanus charlesmithi Bragg, 1954",858186
Bufo americanus charlesmithi,858186
Bufo charlesmithi,858186
dwarf American toad,858186
Bufo arenarum,38577
Argentine toad,38577
"Bufo arenarum Hensel, 1867",38577
Chaunus arenarum,38577
"Rhinella arenarum (Hensel, 1867)",38577
Rhinella arenarum,38577
Bufo bufo,8384
"Bufo bufo (Linnaeus, 1758)",8384
common European toad,8384
common toad,8384
European toad,8384
"Rana bufo Linnaeus, 1758",8384
Rana bufo,8384
Bufo gargarizans,30331
Asiatic toad,30331
Bufo bufo gargarizans,30331
"Bufo gargarizans Cantor, 1842",30331
Bufo japonicus gargarizans,30331
Chusan Island toad,30331
Zhoushan toad,30331
"Bufo gargarizans gargarizans Cantor, 1842",1963786
Bufo gargarizans gargarizans,1963786
Bufo japonicus,8387
Bufo bufo japonica,8387
Bufo bufo japonicus,8387
Bufo japonica,8387
"Bufo japonicus Temminck & Schlegel, 1838",8387
Japanese common toad,8387
Japanese toad,8387
Bufo japonicus japonicus,1175986
"Bufo japonicus japonicus Temminck & Schlegel, 1838",1175986
Bufo marinus,8386
"Bufo marinus (Linnaeus, 1758)",8386
cane toad,8386
Chaunus marinus,8386
giant toad,8386
marine toad,8386
Rana marina,8386
"Rhinella marina (Linnaeus, 1758)",8386
Rhinella marina,8386
Bufo melanostictus,30335
Asian common toad,30335
black-spined toad,30335
"Bufo melanostictus Schneider, 1799",30335
Bufo melanosticus,30335
common Indian toad,30335
Docidophryne melanostictus,30335
doubtful toad,30335
"Duttaphrynus melanostictus (Schneider, 1799)",30335
Duttaphrynus melanostictus,30335
Phrynoidis melanostictus,30335
South Asian garden toad,30335
Southeast Asian toad,30335
Bufo raddei,103435
Bufotes raddei,103435
Mongolian toad,103435
"Pseudepidalea raddei (Strauch, 1876)",103435
Pseudepidalea raddei,103435
Strauchbufo raddei,103435
Bulla gouldiana,114738
"Bulla gouldiana Pilsbry, 1895",114738
California bubble,114738
Bungarus caeruleus,132961
ZMB 2787,132961
Bungarus candidus,92438
ZIUS 89,92438
Bungarus fasciatus,8613
banded krait,8613
environmental samples,364520
Bungarus flaviceps,8614
"Bungarus flaviceps Reinhardt, 1843",8614
ZMUC R65301,8614
Bungarus flaviceps flaviceps,8615
red-headed krait,8615
Bungarus multicinctus,8616
"Bungarus multicinctus Blyth, 1861",8616
many-banded krait,8616
Bungarus multicinctus multicinctus,102640
Bunopithecus hoolock,61851
"Bunopithecus hoolock (Harlan, 1834)",61851
Bunopithecus hoolock hoolock,61851
hoolock gibbon,61851
Hoolock hoolock hoolock,61851
Hoolock hoolock,61851
Hylobates hoolock,61851
Simia hoolock,61851
Western hoolock gibbon,61851
Bupleurum falcatum,46367
Bupleurum falcatum L.,46367
Bupleurum kaoi,270183
Bupleurum kaoi T.S.Liu et al.,270183
Bursaphelenchus mucronatus,6325
Bursaphelenchus kolymensis,1451299
"Bursaphelenchus mucronatus kolymensis Korentchenko, 1980",1451299
Bursaphelenchus mucronatus kolymensis,1451299
Bursaphelenchus xylophilus,6326
"Aphelenchoides xylophilus Steiner & Buhrer, 1934",6326
Aphelenchoides xylophilus,6326
"Bursaphelenchus xylophilus (Steiner & Buhrer, 1934)",6326
"Bursaphelenchus xylophilus (Steiner & Buhrer, 1934) Nickle, 1970",6326
pine wilt nematode,6326
pinewood nematode,6326
pine wood nematode,6326
Buthus occitanus,6868
common European scorpion,6868
Buthus occitanus israelis,539894
"Buthus occitanus israelis Shulov & Amitai, 1959",539894
Byssochlamys nivea,5093
ATCC 22260,5093
CBS 100.11,5093
Paecilomyces nivea,5093
Paecilomyces niveus,5093
Bythograea thermydron,118381
Cabomba aquatica,310672
Cabomba aquatica Aubl.,310672
Cabomba caroliniana,4426
Cabomba caroliniana A.Gray,4426
Cabomba sp. Zanis 1998,4426
Cacajao calvus,30596
Bald Uacari,30596
red uakari,30596
Cacajao calvus rubicundus,658400
Cacajao melanocephalus,70825
Black-headed Uacari,70825
black uakari,70825
Cacajao ouakary,70825
Cactoblastis cactorum,59379
Cadia purpurea,53844
Cadia purpurea (G.Piccioli) Aiton,53844
Caenolestes fuliginosus,37696
silky shrew opossum,37696
Caenorhabditis briggsae,6238
Caenorhabditis briggsae AF16,6238
"Caenorhabditis briggsae Dougherty & Nigon, 1949",6238
Caenorhabditis elegans,6239
"Caenorhabditis elegans (Maupas, 1900)",6239
"Rhabditis elegans Maupas, 1900",6239
Rhabditis elegans,6239
roundworm,6239
Caenorhabditis japonica,281687
Caenorhabditis remanei,31234
"Caenorhabditis remanei (Sudhaus, 1974)",31234
"Caenorhabditis vulgaris Baird, Fitch & Emmons, 1994",31234
Caenorhabditis vulgaris,31234
Caenorhabditis sp. 4,135651
Caenorhabditis brenneri,135651
"Caenorhabditis brenneri Sudhaus & Kiontke, 2007",135651
Caenorhabditis CB5161,135651
Caenorhabditis n. sp. CB5161,135651
Caenorhabditis sp. 1 CB5161,135651
"Caenorhabditis sp. 4 (CB5161, LKC28, SB129, SB280)",135651
Caenorhabditis sp. 4 (CE-II),135651
Caenorhabditis sp. CB5161,135651
Caenorhabditis sp. PB2801,135651
Caerostris extrusa,172846
Caiman crocodilus,8499
"Caiman crocodilus Linnaeus, 1758",8499
Caiman sclerops,8499
common caiman,8499
Lacerta crocodilus,8499
spectacled caiman,8499
Caiman crocodilus chiapasius,484476
Caiman crocodilus apaporiensis,157164
Cairina moschata,8855
"Cairina moschata (Linnaeus, 1758)",8855
muscovy,8855
Muscovy duck,8855
musky duck,8855
"Cairina moschata domestica Donkin, 1989",1240228
Cairina moschata domestica,1240228
Cairina moschata var. domesticus,1240228
Muscovy Duck (domestic type),1240228
Cajanus cajan,3821
Cajanus cajan (L.) Millsp.,3821
pigeon pea,3821
Calanus finmarchicus,6837
"Calanus finmarchicus (Gunner, 1765)",6837
Calendula officinalis,41496
Calendula officinalis L.,41496
common marigold,41496
pot marigold,41496
Calliactis parasitica,6114
"Actinia parasitica Couch, 1842",6114
Actinia parasitica,6114
Callicebus donacophilus,230833
Bolivian gray titi,230833
Bolivian titi,230833
Callicebus moloch donacophilus,230833
Plecturocebus donacophilus,230833
white-eared titi,230833
Callicebus donacophilus donacophilus,285954
Plecturocebus donacophilus donacophilus,285954
Callicebus moloch,9523
"Callicebus moloch Hoffmannsegg, 1807",9523
Dusky titi,9523
Plecturocebus moloch,9523
red-bellied titi,9523
Callicebus personatus nigrifrons,78274
Callicebus personatus personatus,78275
Callicebus torquatus,30592
"Callicebus torquatus (Hoffmannsegg, 1807)",30592
Callitrix torquatus,30592
Cheracebus torquatus,30592
collared titi,30592
Callimico goeldii,9495
Goeldi's marmoset,9495
Goeldi's monkey,9495
Midas goeldii,9495
Callinectes sapidus,6763
blue crab,6763
"Callinectes sapidus Rathbun, 1896",6763
Portunidae sp. OPC-2018,6763
Calliphora vicina,7373
Calliphora erythrocephala,7373
"Calliphora vicina Robineau-Desvoidy, 1830",7373
urban bluebottle blowfly,7373
Callistephus chinensis,13379
Callistephus chinensis (L.) Nees,13379
Chinese aster,13379
Callithrix argentata,9482
"Mico argentatus (Linnaeus, 1771)",9482
Mico argentatus,9482
Silvery marmoset,9482
"Callithrix argentata argentata (Linnaeus, 1771)",867362
Callithrix argentata argentata,867362
"Mico argentatus argentatus (Linnaeus, 1771)",867362
Mico argentatus argentatus,867362
Callithrix geoffroyi,52231
Callithrix jacchus geoffroyi,52231
Geoffroy's marmoset,52231
Callithrix humeralifera,52232
black and white tassel-ear marmoset,52232
"Callithrix humeralifera (E. Geoffroy, 1812)",52232
Callithrix jacchus humeralifer,52232
Hapale humeralifer,52232
Mico humeralifera,52232
"Mico humeralifer (Geoffroy, 1812)",52232
Mico humeralifer,52232
Santarem marmoset,52232
tassel-eared marmoset,52232
Callithrix jacchus,9483
Callithrix jacchus jacchus,9483
common marmoset,9483
white ear-tufted marmoset,9483
white-tufted-ear marmoset,9483
Callithrix pygmaea,9493
"Callithrix pygmaea (Spix, 1823)",9493
Cebuella pygmaea,9493
pygmy marmoset,9493
Callithrix sp.,9485
Callitropsis nootkatensis,85954
Callitropsis nootkatensis (D.Don) Oerst. ex D.P.Little,85954
Chamaecyparis nootkatensis (D.Don) Spach,85954
Chamaecyparis nootkatensis,85954
Cupressus nootkatensis,85954
Nootka cypress,85954
Sitka cypress,85954
Xanthocyparis nootkatensis (D.Don) Farjon & D.Harder,85954
Xanthocyparis nootkatensis,85954
yellow cedar,85954
Callorhinchus milii,7868
Australian ghost shark,7868
"Callorhinchus milii Bory de Saint-Vincent, 1823",7868
elephant fish,7868
elephant shark,7868
ghost shark,7868
makorepe,7868
plownose chimaera,7868
reperepe,7868
Callorhinus ursinus,34884
"Callorhinus ursinus (Linnaeus, 1758)",34884
Callorhynus ursius,34884
northern fur seal,34884
Callosciurus caniceps,64664
gray-bellied squirrel,64664
Calloselasma rhodostoma,8717
Agkistrodon rhodostoma,8717
Akistrodon rhodostoma,8717
Malayan pit viper,8717
RMNH 1510,8717
Callosobruchus chinensis,146774
azuki bean weevil,146774
"Callosobruchus chinensis (Linnaeus, 1758)",146774
Callosobruchus maculatus,64391
"Callosobruchus maculatus (Fabricius, 1775)",64391
cowpea weevil,64391
Calotropis procera,141467
Calotropis procera (Aiton) W.T.Aiton,141467
Calpodes ethlius,73634
Brazilian skipper butterfly,73634
large canna leafroller,73634
Calumma brevicornis,179900
BMNH 1946.8.21.41,179900
Calumma brevicorne,179900
Chamaeleo brevicornis,179900
Chamaeleon brevicornis Guenther 1879,179900
Chamaeleon brevicornis,179900
Caluromys philander,70610
bare-tailed woolly opossum,70610
Calyptogena kaikoi,43210
Calyptogena nautilei,43211
"Calyptogena nautilei Okutani & Metivier, 1986",43211
Calyptogena tsubasa,231791
Calystegia sepium,47519
Calystegia sepium (L.) R.Br.,47519
Convolvulus sepium L.,47519
Convolvulus sepium,47519
hedge bindweed,47519
Calystegia sepium var. japonica Makino,1161922
Calystegia sepium var. japonica,1161922
Calystegia soldanella,136204
"Calystegia soldanella (L.) R.Br., 1810",136204
Camelina microcarpa,71324
Camelina microcarpa Andrz. ex DC.,71324
"Camelina microcarpa subsp. pilosa (DC.) Jav., 1924",2593447
Camelina microcarpa subsp. pilosa,2593447
"Camelina pilosa (DC.) N.W.Zinger, 1909",2593447
Camelina pilosa,2593447
"Camelina sativa var. pilosa DC., 1824",2593447
Camelina sativa var. pilosa,2593447
Camellia irrawadiensis,153142
Camellia irrawadiensis Barua,153142
Camellia oleifera,385388
abura-tsubaki,385388
Camellia oleifera C.Abel,385388
tea-oil plant,385388
Camellia ptilophylla,319931
Camellia ptilophylla Hung T.Chang,319931
Camellia sinensis,4442
black tea,4442
Camellia sinensis L.,4442
Thea sinensis,4442
Camellia formosensis,460808
Camellia sinensis f. formosensis Kitam.,460808
Camellia sinensis f. formosensis,460808
Camellia sinensis var. assamica,261999
Assam tea,261999
"Camellia assamica (J.W.Mast.) Hung T.Chang, 1984",261999
Camellia assamica,261999
"Camellia sinensis var. assamica (J.W.Mast.) Kitam., 1950",261999
"Thea assamica J.W.Mast., 1844",261999
Thea assamica,261999
Camelus bactrianus,9837
Bactrian camel,9837
camel,9837
"Camelus bactrianus Linnaeus, 1758",9837
domestic Bactrian camel,9837
two-humped camel,9837
Camelus dromedarius,9838
Arabian camel,9838
